NO,CN,CNman,AT,BP,RH,PCI,CW,FP,CNG100,EDh,Carga,CNGco100,CNver,CTUNGxx,CTUN,CpwAT,CpwBP,CpwRH,CpwPCI,CpwCW,CpwFP,ChrAT,ChrBP,ChrRH,ChrPCI,ChrCW,ChrFP,CTOV
 1,484.238,0.00,26.39,1008.82,77.66,48660.07,27.82,1.00,495.00,495.00,95.099,509.18,470.75,6821,6830,1.030619,0.997266,1.000159,0.999854,1.000320,1.000500,1.000239,1.000037,1.000003,1.000017,1.001587,0.999500,
